_id,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
217487,GO-2020406622,2020-02-26,2020-02-26,2020,February,26,57,Wednesday ,15,2020.0,February,26.0,57.0,Wednesday ,12,D43,Schools During Supervised Activity,Educational,1430,100,Assault,Assault,136,West Hill (136),136,West Hill (136),-79.190646501461,43.75870619600596
10503,GO-20142032844,2014-05-07,2014-05-07,2014,May,7,127,Wednesday ,15,2014.0,May,7.0,127.0,Wednesday ,13,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,134,Highland Creek (134),134,Highland Creek (134),-79.1657642121536,43.79488228253151
256545,GO-2021781295,2021-04-28,2021-04-28,2021,April,28,118,Wednesday ,19,2021.0,April,28.0,118.0,Wednesday ,13,D31,"Open Areas (Lakes, Parks, Rivers)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.49192314690836,43.72880974940831
327012,GO-2023222279,2023-01-29,2023-01-29,2023,January,29,29,Sunday    ,7,2023.0,January,29.0,29.0,Sunday    ,1,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,136,West Hill (136),136,West Hill (136),-79.18859940389727,43.76396789805956
212614,GO-202073048,2020-01-11,2020-01-11,2020,January,11,11,Saturday  ,16,2020.0,January,11.0,11.0,Saturday  ,16,D52,Ttc Subway Station,Transit,1610,220,Robbery - Other,Robbery,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.38091294638609,43.656324795428525
22481,GO-20142905634,2014-09-14,2014-09-13,2014,September,14,257,Sunday    ,0,2014.0,September,13.0,256.0,Saturday  ,21,D23,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.57647047473556,43.74362647566125
383749,GO-2024628159,2024-03-23,2024-03-23,2024,March,23,83,Saturday  ,8,2024.0,March,23.0,83.0,Saturday  ,8,D31,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,1420,100,Assault With Weapon,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.49110464513372,43.72463444643952
398071,GO-20241505548,2024-07-10,2024-07-10,2024,July,10,192,Wednesday ,16,2024.0,July,10.0,192.0,Wednesday ,12,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,096,Casa Loma (96),096,Casa Loma (96),-79.41017944196659,43.68712812412172
253036,GO-2021490946,2021-03-17,2021-03-15,2021,March,17,76,Wednesday ,8,2021.0,March,15.0,74.0,Monday    ,19,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.45121141980307,43.665732926883074
208668,GO-20192335659,2019-12-04,2019-12-04,2019,December,4,338,Wednesday ,5,2019.0,December,4.0,338.0,Wednesday ,0,D55,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.29945775804876,43.70286150041587
340701,GO-20231099174,2023-05-16,2023-05-15,2023,May,16,136,Tuesday   ,14,2023.0,May,15.0,135.0,Monday    ,15,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39733043539779,43.650861390159655
347411,GO-20231519618,2023-07-01,2023-07-01,2023,July,1,182,Saturday  ,3,2023.0,July,1.0,182.0,Saturday  ,3,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,173,North Toronto (173),104,Mount Pleasant West (104),-79.39885854184053,43.70911099835871
270022,GO-20211727163,2021-09-09,2021-09-09,2021,September,9,252,Thursday  ,17,2021.0,September,9.0,252.0,Thursday  ,16,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.55690958640538,43.61015060503421
1492,GO-20141373601,2014-01-19,2014-01-19,2014,January,19,19,Sunday    ,15,2014.0,January,19.0,19.0,Sunday    ,15,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,144,Morningside Heights (144),131,Rouge (131),-79.21984850145819,43.82194978076737
367816,GO-20232703357,2023-11-23,2023-11-23,2023,November,23,327,Thursday  ,2,2023.0,November,23.0,327.0,Thursday  ,2,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,220,B&E W'Intent,Break and Enter,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.38208704701839,43.66056979967357
361947,GO-20232384209,2023-10-13,2023-10-12,2023,October,13,286,Friday    ,17,2023.0,October,12.0,285.0,Thursday  ,19,D33,Retirement Home,Other,1420,100,Assault With Weapon,Assault,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.34000411791342,43.7338216148902
140198,GO-2018419037,2018-03-06,2018-02-18,2018,March,6,65,Tuesday   ,22,2018.0,February,18.0,49.0,Sunday    ,5,D33,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),-79.34704015827556,43.76528521761879
361857,GO-20232383567,2023-10-13,2023-09-10,2023,October,13,286,Friday    ,15,2023.0,September,10.0,253.0,Sunday    ,0,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,110,Assault Bodily Harm,Assault,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.26183398947121,43.70308772211774
320717,GO-20222399386,2022-12-08,2022-12-07,2022,December,8,342,Thursday  ,20,2022.0,December,7.0,341.0,Wednesday ,18,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.43354930052676,43.69599937211167
49609,GO-20151226457,2015-07-19,2015-07-19,2015,July,19,200,Sunday    ,5,2015.0,July,19.0,200.0,Sunday    ,4,D55,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,180,Robbery - Swarming,Robbery,070,South Riverdale (70),070,South Riverdale (70),-79.30969812643043,43.66336589207568
220111,GO-2020577801,2020-03-21,2020-03-21,2020,March,21,81,Saturday  ,12,2020.0,March,21.0,81.0,Saturday  ,12,D33,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,053,Henry Farm (53),053,Henry Farm (53),-79.34120595960502,43.77317291700344
287227,GO-2022377881,2022-02-27,2022-02-26,2022,February,27,58,Sunday    ,13,2022.0,February,26.0,57.0,Saturday  ,10,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.37143865059481,43.64942878853239
278600,GO-20212295333,2021-11-28,2021-11-27,2021,November,28,332,Sunday    ,16,2021.0,November,27.0,331.0,Saturday  ,12,D14,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,085,South Parkdale (85),085,South Parkdale (85),-79.43326632224327,43.63774048384589
21828,GO-20142856468,2014-09-07,2014-09-06,2014,September,7,250,Sunday    ,17,2014.0,September,6.0,249.0,Saturday  ,15,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.5296619635827,43.6968164772416
41409,GO-2015666462,2015-04-22,2015-04-22,2015,April,22,112,Wednesday ,18,2015.0,April,22.0,112.0,Wednesday ,3,D51,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,073,Moss Park (73),073,Moss Park (73),-79.36702815751535,43.661943101046816
294194,GO-2022811564,2022-05-01,2022-05-01,2022,May,1,121,Sunday    ,20,2022.0,May,1.0,121.0,Sunday    ,20,D33,"Apartment (Rooming House, Condo)",Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,043,Victoria Village (43),043,Victoria Village (43),-79.31042577006643,43.73978413271432
223796,GO-2020841012,2020-05-05,2020-05-04,2020,May,5,126,Tuesday   ,7,2020.0,May,4.0,125.0,Monday    ,21,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,126,Dorset Park (126),126,Dorset Park (126),-79.28594229118167,43.77158723571469
203038,GO-20191998556,2019-10-16,2019-10-12,2019,October,16,289,Wednesday ,17,2019.0,October,12.0,285.0,Saturday  ,11,D53,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2120,200,B&E,Break and Enter,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.39762424920822,43.70328601517631
178693,GO-2019478557,2019-03-16,2019-03-16,2019,March,16,75,Saturday  ,11,2019.0,March,16.0,75.0,Saturday  ,1,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,004,Rexdale-Kipling (4),004,Rexdale-Kipling (4),-79.55498202618163,43.71449693264361
243409,GO-20202213623,2020-11-22,2020-11-22,2020,November,22,327,Sunday    ,13,2020.0,November,22.0,327.0,Sunday    ,12,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.59987556611723,43.73201537022356
262847,GO-20211236602,2021-07-01,2021-07-01,2021,July,1,182,Thursday  ,23,2021.0,July,1.0,182.0,Thursday  ,22,D55,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,1610,220,Robbery - Other,Robbery,070,South Riverdale (70),070,South Riverdale (70),-79.30969812643043,43.66336589207568
84216,GO-20161312411,2016-07-26,2016-07-26,2016,July,26,208,Tuesday   ,12,2016.0,July,26.0,208.0,Tuesday   ,4,D13,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,107,Oakwood Village (107),107,Oakwood Village (107),-79.44674369230684,43.69302177054496
20669,GO-20142777502,2014-08-26,2014-08-26,2014,August,26,238,Tuesday   ,7,2014.0,August,26.0,238.0,Tuesday   ,6,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,073,Moss Park (73),073,Moss Park (73),-79.36944905342786,43.65452239362609
184104,GO-2019823187,2019-05-06,2019-05-06,2019,May,6,126,Monday    ,21,2019.0,May,6.0,126.0,Monday    ,20,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,Robbery,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.38814103947816,43.646963186066834
123251,GO-20171675025,2017-09-15,2017-09-15,2017,September,15,258,Friday    ,16,2017.0,September,15.0,258.0,Friday    ,16,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.35964849499156,43.73463830403161
280897,GO-20212452977,2021-12-21,2021-12-21,2021,December,21,355,Tuesday   ,5,2021.0,December,21.0,355.0,Tuesday   ,4,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1610,140,Robbery - Vehicle Jacking,Robbery,037,Willowdale West (37),037,Willowdale West (37),-79.41742044804379,43.77936559752932
4336,GO-20141591862,2014-02-24,2014-02-24,2014,February,24,55,Monday    ,20,2014.0,February,24.0,55.0,Monday    ,16,D13,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.44107938149152,43.70223925992143
48945,GO-20151180962,2015-07-12,2015-07-12,2015,July,12,193,Sunday    ,17,2015.0,July,12.0,193.0,Sunday    ,17,D54,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,Assault,043,Victoria Village (43),043,Victoria Village (43),-79.3048289573718,43.71686276883245
321484,GO-20222440160,2022-12-14,2022-12-04,2022,December,14,348,Wednesday ,12,2022.0,December,4.0,338.0,Sunday    ,4,D53,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,099,Mount Pleasant East (99),099,Mount Pleasant East (99),-79.39982083839163,43.713667388834544
171887,GO-201933779,2019-01-06,2019-01-02,2019,January,6,6,Sunday    ,17,2019.0,January,2.0,2.0,Wednesday ,6,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.48120021595713,43.62296488969196
287113,GO-2022370065,2022-02-26,2022-02-26,2022,February,26,57,Saturday  ,7,2022.0,February,26.0,57.0,Saturday  ,6,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.47776000525585,43.67801292319774
67839,GO-2016326413,2016-01-30,2016-01-30,2016,January,30,30,Saturday  ,18,2016.0,January,30.0,30.0,Saturday  ,17,D41,Ttc Subway Station,Transit,1420,100,Assault With Weapon,Assault,124,Kennedy Park (124),124,Kennedy Park (124),-79.26459391445606,43.73278018007117
119198,GO-20171412098,2017-08-05,2017-08-05,2017,August,5,217,Saturday  ,22,2017.0,August,5.0,217.0,Saturday  ,22,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,113,Weston (113),113,Weston (113),-79.50378934712265,43.70287885454256
248225,GO-20219001379,2021-01-19,2020-12-21,2021,January,19,19,Tuesday   ,6,2020.0,December,21.0,356.0,Monday    ,9,D13,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,101,Forest Hill South (101),101,Forest Hill South (101),-79.41461753631668,43.686860616743104
137054,GO-2018201835,2018-02-01,2018-02-01,2018,February,1,32,Thursday  ,14,2018.0,February,1.0,32.0,Thursday  ,14,D13,Schools During Un-Supervised Activity,Educational,1460,100,Assault Peace Officer,Assault,096,Casa Loma (96),096,Casa Loma (96),-79.40982893979819,43.6755011209787
270467,GO-20211752463,2021-09-13,2021-09-11,2021,September,13,256,Monday    ,18,2021.0,September,11.0,254.0,Saturday  ,21,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51772111197032,43.75722998520114
205610,GO-20192165332,2019-11-06,2019-11-05,2019,November,6,310,Wednesday ,2,2019.0,November,5.0,309.0,Tuesday   ,22,D33,Ttc Bus,Transit,1430,100,Assault,Assault,047,Don Valley Village (47),047,Don Valley Village (47),-79.34698765381663,43.77517991341183
273761,GO-20211964372,2021-10-13,2021-10-13,2021,October,13,286,Wednesday ,3,2021.0,October,13.0,286.0,Wednesday ,3,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,073,Moss Park (73),073,Moss Park (73),-79.37100285365003,43.65829659740034
373892,GO-202453444,2024-01-08,2024-01-08,2024,January,8,8,Monday    ,9,2024.0,January,8.0,8.0,Monday    ,9,D32,Convenience Stores,Commercial,1610,210,Robbery - Business,Robbery,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.46809504387859,43.730341650349295
173939,GO-2019160963,2019-01-26,2019-01-25,2019,January,26,26,Saturday  ,8,2019.0,January,25.0,25.0,Friday    ,22,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,130,Milliken (130),130,Milliken (130),-79.28540861727998,43.82799915867511
404119,GO-20241860023,2024-08-25,2024-08-25,2024,August,25,238,Sunday    ,11,2024.0,August,25.0,238.0,Sunday    ,11,D11,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.44416362138868,43.66724462153788
121286,GO-20171536970,2017-08-25,2017-08-25,2017,August,25,237,Friday    ,8,2017.0,August,25.0,237.0,Friday    ,8,D54,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.3280755341621,43.71562496462034
276574,GO-20212161551,2021-11-09,2021-11-09,2021,November,9,313,Tuesday   ,19,2021.0,November,9.0,313.0,Tuesday   ,19,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51813081143604,43.754499483297785
140443,GO-2018427882,2018-03-08,2018-03-01,2018,March,8,67,Thursday  ,9,2018.0,March,1.0,60.0,Thursday  ,12,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2120,200,B&E,Break and Enter,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37875654715465,43.65431769342137
207443,GO-20192262473,2019-11-23,2019-11-23,2019,November,23,327,Saturday  ,13,2019.0,November,23.0,327.0,Saturday  ,13,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1480,100,Assault - Resist/ Prevent Seiz,Assault,070,South Riverdale (70),070,South Riverdale (70),-79.3400772837919,43.66105961891648
337216,GO-2023872590,2023-04-20,2023-04-19,2023,April,20,110,Thursday  ,7,2023.0,April,19.0,109.0,Wednesday ,22,D23,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2135,210,Theft Of Motor Vehicle,Auto Theft,003,Thistletown-Beaumond Heights (3),003,Thistletown-Beaumond Heights (3),-79.57125927679945,43.742895174996825
146374,GO-2018828015,2018-05-08,2018-05-04,2018,May,8,128,Tuesday   ,9,2018.0,May,4.0,124.0,Friday    ,15,D41,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2120,200,B&E,Break and Enter,121,Oakridge (121),121,Oakridge (121),-79.28479586655133,43.69562842065245
188184,GO-20191074477,2019-06-11,2019-06-11,2019,June,11,162,Tuesday   ,8,2019.0,June,11.0,162.0,Tuesday   ,8,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,130,Milliken (130),130,Milliken (130),-79.28774631424582,43.82230123393216
365449,GO-20232582381,2023-11-07,2023-11-04,2023,November,7,311,Tuesday   ,14,2023.0,November,4.0,308.0,Saturday  ,16,D13,"Apartment (Rooming House, Condo)",Apartment,1610,130,Robbery - Home Invasion,Robbery,107,Oakwood Village (107),107,Oakwood Village (107),-79.44932528477956,43.695893765917305
7686,GO-20141834118,2014-04-05,2014-04-05,2014,April,5,95,Saturday  ,18,2014.0,April,5.0,95.0,Saturday  ,15,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2135,210,Theft Of Motor Vehicle,Auto Theft,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.36068640867816,43.70312128226212
369729,GO-20232475224,2023-12-07,2014-01-01,2023,December,7,341,Thursday  ,9,2014.0,January,1.0,1.0,Wednesday ,0,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,Assault,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.43739452298442,43.664687416256086
275136,GO-20212057336,2021-10-26,2021-09-16,2021,October,26,299,Tuesday   ,6,2021.0,September,16.0,259.0,Thursday  ,0,D53,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,095,Annex (95),095,Annex (95),-79.39691514719333,43.675543918327726
283999,GO-20229002802,2022-01-25,2022-01-24,2022,January,25,25,Tuesday   ,12,2022.0,January,24.0,24.0,Monday    ,17,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,143,West Rouge (143),131,Rouge (131),-79.12877265352456,43.78393496780407
65146,GO-20152227495,2015-12-29,2015-12-29,2015,December,29,363,Tuesday   ,15,2015.0,December,29.0,363.0,Tuesday   ,11,D12,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,115,Mount Dennis (115),115,Mount Dennis (115),-79.5003674762932,43.68927837991813
94749,GO-20162026178,2016-11-16,2016-11-13,2016,November,16,321,Wednesday ,9,2016.0,November,13.0,318.0,Sunday    ,10,D12,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2120,200,B&E,Break and Enter,115,Mount Dennis (115),115,Mount Dennis (115),-79.48830578970706,43.68440159731302
293274,GO-2022751256,2022-04-22,2022-04-22,2022,April,22,112,Friday    ,23,2022.0,April,22.0,112.0,Friday    ,21,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,145,Malvern West (145),132,Malvern (132),-79.2260599797824,43.81467005656943
239866,GO-20201965243,2020-10-16,2020-10-16,2020,October,16,290,Friday    ,14,2020.0,October,16.0,290.0,Friday    ,14,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,162,West Queen West (162),082,Niagara (82),-79.41279852906582,43.64431898667375
