_id,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
171322,GO-20182388307,2018-12-31,2018-12-30,2018,December,31,365,Monday    ,3,2018.0,December,30.0,364.0,Sunday    ,23,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.38091294638609,43.656324795428525
6293,GO-20141736333,2014-03-20,2014-01-08,2014,March,20,79,Thursday  ,15,2014.0,January,8.0,8.0,Wednesday ,13,D11,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,086,Roncesvalles (86),086,Roncesvalles (86),-79.44351701882643,43.646461197292986
63780,GO-20152137052,2015-12-13,2015-12-13,2015,December,13,347,Sunday    ,19,2015.0,December,13.0,347.0,Sunday    ,18,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.43400061001351,43.73737106234383
345420,GO-20231387123,2023-06-17,2023-06-17,2023,June,17,168,Saturday  ,2,2023.0,June,17.0,168.0,Saturday  ,2,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,021,Humber Summit (21),021,Humber Summit (21),-79.56970422859403,43.75876291344287
35444,GO-2015224250,2015-02-07,2015-02-07,2015,February,7,38,Saturday  ,16,2015.0,February,7.0,38.0,Saturday  ,13,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.39027743984374,43.65148209058575
163443,GO-20181928368,2018-10-19,2018-10-19,2018,October,19,292,Friday    ,4,2018.0,October,19.0,292.0,Friday    ,2,NSA,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,1480,110,Administering Noxious Thing,Assault,NSA,NSA,NSA,NSA,,
32452,GO-20143580277,2014-12-31,2014-12-31,2014,December,31,365,Wednesday ,17,2014.0,December,31.0,365.0,Wednesday ,17,D31,"Open Areas (Lakes, Parks, Rivers)",Outside,1420,100,Assault With Weapon,Assault,021,Humber Summit (21),021,Humber Summit (21),-79.55762298697739,43.7487902835444
104361,GO-2017397783,2017-03-04,2017-02-25,2017,March,4,63,Saturday  ,15,2017.0,February,25.0,56.0,Saturday  ,0,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,036,Newtonbrook West (36),036,Newtonbrook West (36),-79.42055092227683,43.78971170510114
254328,GO-2021598965,2021-04-01,2020-09-02,2021,April,1,91,Thursday  ,17,2020.0,September,2.0,246.0,Wednesday ,22,D22,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),-79.51914508864714,43.66491288716438
114337,GO-20171088679,2017-06-18,2017-06-18,2017,June,18,169,Sunday    ,18,2017.0,June,18.0,169.0,Sunday    ,18,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,Robbery,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.51744927928324,43.68738499098457
404821,GO-20241900972,2024-08-30,2024-08-30,2024,August,30,243,Friday    ,13,2024.0,August,30.0,243.0,Friday    ,13,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.47132288386454,43.69344357840996
366583,GO-20232644203,2023-11-15,2023-11-15,2023,November,15,319,Wednesday ,14,2023.0,November,15.0,319.0,Wednesday ,13,D33,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,052,Bayview Village (52),052,Bayview Village (52),-79.37046902330704,43.76833579571341
139968,GO-2018399346,2018-03-03,2018-03-03,2018,March,3,62,Saturday  ,22,2018.0,March,3.0,62.0,Saturday  ,22,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,100,Robbery With Weapon,Robbery,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.45990971219395,43.67746321917854
92244,GO-20161867155,2016-10-20,2016-10-20,2016,October,20,294,Thursday  ,14,2016.0,October,20.0,294.0,Thursday  ,14,D22,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,020,Alderwood (20),020,Alderwood (20),-79.54804338636542,43.60830929982159
236940,GO-20201764726,2020-09-17,2020-07-01,2020,September,17,261,Thursday  ,16,2020.0,July,1.0,183.0,Wednesday ,9,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,Assault,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.30541715078539,43.69353201475094
260865,GO-20211090045,2021-06-11,2021-06-03,2021,June,11,162,Friday    ,13,2021.0,June,3.0,154.0,Thursday  ,10,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,073,Moss Park (73),073,Moss Park (73),-79.37344165169152,43.65729849640226
169207,GO-20182264035,2018-12-10,2018-12-07,2018,December,10,344,Monday    ,8,2018.0,December,7.0,341.0,Friday    ,18,D55,Schools During Un-Supervised Activity,Educational,2120,200,B&E,Break and Enter,063,The Beaches (63),063,The Beaches (63),-79.29815724595272,43.67379122852181
7396,GO-20141812649,2014-04-02,2009-01-01,2014,April,2,92,Wednesday ,8,2009.0,January,1.0,1.0,Thursday  ,8,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,084,Little Portugal (84),084,Little Portugal (84),-79.42554102481836,43.65144329676334
135807,GO-2018119645,2018-01-19,2018-01-19,2018,January,19,19,Friday    ,21,2018.0,January,19.0,19.0,Friday    ,21,D53,"Apartment (Rooming House, Condo)",Apartment,2120,220,B&E W'Intent,Break and Enter,173,North Toronto (173),104,Mount Pleasant West (104),-79.39441924813381,43.71207340070206
249080,GO-2021188439,2021-01-30,2020-11-24,2021,January,30,30,Saturday  ,9,2020.0,November,24.0,329.0,Tuesday   ,15,D51,Ttc Subway Station,Transit,1420,110,Assault Bodily Harm,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.38309224661504,43.66137010047386
268453,GO-20211615724,2021-08-25,2021-08-24,2021,August,25,237,Wednesday ,7,2021.0,August,24.0,236.0,Tuesday   ,21,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.40160373341797,43.795108105654656
71829,GO-2016447150,2016-03-15,2016-03-14,2016,March,15,75,Tuesday   ,7,2016.0,March,14.0,74.0,Monday    ,19,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),-79.58603391512057,43.65789088349543
163768,GO-20181947802,2018-10-22,2018-10-22,2018,October,22,295,Monday    ,8,2018.0,October,22.0,295.0,Monday    ,8,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.29737429176767,43.751873837082094
395083,GO-20241325742,2024-06-18,2024-06-18,2024,June,18,170,Tuesday   ,13,2024.0,June,18.0,170.0,Tuesday   ,13,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.25424114074588,43.77663626761306
398284,GO-20241518752,2024-07-12,2024-07-11,2024,July,12,194,Friday    ,7,2024.0,July,11.0,193.0,Thursday  ,21,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,109,Caledonia-Fairbank (109),109,Caledonia-Fairbank (109),-79.46021670258614,43.68345009801846
335237,GO-2023745877,2023-04-05,2023-04-05,2023,April,5,95,Wednesday ,5,2023.0,April,5.0,95.0,Wednesday ,5,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1450,120,Discharge Firearm With Intent,Assault,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.46618171098831,43.67726532464078
929,GO-20141327187,2014-01-12,2014-01-12,2014,January,12,12,Sunday    ,0,2014.0,January,12.0,12.0,Sunday    ,0,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1410,100,Aggravated Assault,Assault,142,Woburn North (142),137,Woburn (137),-79.24174781301852,43.77432988919434
409423,GO-20242179709,2024-10-04,2024-10-04,2024,October,4,278,Friday    ,23,2024.0,October,4.0,278.0,Friday    ,23,D31,"Apartment (Rooming House, Condo)",Apartment,2120,220,B&E W'Intent,Break and Enter,024,Black Creek (24),024,Black Creek (24),-79.50790172045595,43.75928778544984
93170,GO-20161931235,2016-10-30,2016-10-30,2016,October,30,304,Sunday    ,19,2016.0,October,30.0,304.0,Sunday    ,18,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,220,B&E W'Intent,Break and Enter,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.38146754290888,43.64290718201088
232499,GO-20201451140,2020-08-04,2020-08-03,2020,August,4,217,Tuesday   ,15,2020.0,August,3.0,216.0,Monday    ,21,D51,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,2120,220,B&E W'Intent,Break and Enter,NSA,NSA,NSA,NSA,,
244019,GO-20202259689,2020-11-29,2020-11-29,2020,November,29,334,Sunday    ,18,2020.0,November,29.0,334.0,Sunday    ,18,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.3241704680324,43.777745523686384
247386,GO-202155252,2021-01-09,2021-01-09,2021,January,9,9,Saturday  ,20,2021.0,January,9.0,9.0,Saturday  ,20,D23,Ttc Bus,Transit,1430,100,Assault,Assault,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.54866704066109,43.70131885527808
27544,GO-20143240059,2014-11-05,2014-11-04,2014,November,5,309,Wednesday ,1,2014.0,November,4.0,308.0,Tuesday   ,22,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,100,Robbery With Weapon,Robbery,113,Weston (113),113,Weston (113),-79.50723054477756,43.70522395148857
55652,GO-20151621114,2015-09-19,2015-09-19,2015,September,19,262,Saturday  ,13,2015.0,September,19.0,262.0,Saturday  ,13,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,125,Ionview (125),125,Ionview (125),-79.2789230994044,43.73288766626517
216965,GO-2020374983,2020-02-22,2020-02-22,2020,February,22,53,Saturday  ,6,2020.0,February,22.0,53.0,Saturday  ,6,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5264064010299,43.74673747578697
247057,GO-202135670,2021-01-05,2020-12-31,2021,January,5,5,Tuesday   ,15,2020.0,December,31.0,366.0,Thursday  ,12,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.20888853093658,43.76842399847175
309977,GO-20221771519,2022-09-12,2022-08-01,2022,September,12,255,Monday    ,0,2022.0,August,1.0,213.0,Monday    ,0,D51,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.35694936067532,43.64927778838136
181376,GO-2019648871,2019-04-10,2019-03-16,2019,April,10,100,Wednesday ,23,2019.0,March,16.0,75.0,Saturday  ,10,D51,Bar / Restaurant,Commercial,1430,100,Assault,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.38049344943889,43.6646441037478
363356,GO-20232457311,2023-10-23,2023-10-23,2023,October,23,296,Monday    ,3,2023.0,October,23.0,296.0,Monday    ,3,D51,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.37833285036528,43.66310220220596
193898,GO-20191417943,2019-07-28,2019-07-28,2019,July,28,209,Sunday    ,4,2019.0,July,28.0,209.0,Sunday    ,4,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,003,Thistletown-Beaumond Heights (3),003,Thistletown-Beaumond Heights (3),-79.55884837935928,43.7342667646529
419101,GO-20242754535,2024-12-21,2024-12-21,2024,December,21,356,Saturday  ,20,2024.0,December,21.0,356.0,Saturday  ,16,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,096,Casa Loma (96),096,Casa Loma (96),-79.41226093898281,43.68733661981755
60972,GO-20151947737,2015-11-13,2015-11-13,2015,November,13,317,Friday    ,2,2015.0,November,13.0,317.0,Friday    ,2,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.39027483875334,43.64784868695232
8635,GO-20141892624,2014-04-16,2014-03-28,2014,April,16,106,Wednesday ,1,2014.0,March,28.0,87.0,Friday    ,6,D51,Bar / Restaurant,Commercial,2120,200,B&E,Break and Enter,072,Regent Park (72),072,Regent Park (72),-79.36499345720536,43.65694379604755
26463,GO-20143178654,2014-10-26,2014-10-25,2014,October,26,299,Sunday    ,11,2014.0,October,25.0,298.0,Saturday  ,22,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,007,Willowridge-Martingrove-Richview (7),007,Willowridge-Martingrove-Richview (7),-79.56842601093189,43.67570891870991
385574,GO-2024739039,2024-04-06,2024-04-03,2024,April,6,97,Saturday  ,18,2024.0,April,3.0,94.0,Wednesday ,13,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.3574816345599,43.75348870310893
388972,GO-2024952745,2024-05-03,2024-05-03,2024,May,3,124,Friday    ,18,2024.0,May,3.0,124.0,Friday    ,17,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,134,Highland Creek (134),134,Highland Creek (134),-79.1679601064752,43.79713238454636
184754,GO-2019856786,2019-05-11,2019-02-05,2019,May,11,131,Saturday  ,13,2019.0,February,5.0,36.0,Tuesday   ,10,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1610,220,Robbery - Other,Robbery,024,Black Creek (24),024,Black Creek (24),-79.5169164132831,43.76196318655913
41029,GO-2015636383,2015-04-17,2015-04-17,2015,April,17,107,Friday    ,16,2015.0,April,17.0,107.0,Friday    ,16,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,Robbery,138,Eglinton East (138),138,Eglinton East (138),-79.25352843690301,43.73943937948121
374585,GO-202495920,2024-01-13,2023-12-01,2024,January,13,13,Saturday  ,17,2023.0,December,1.0,335.0,Friday    ,0,D41,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,121,Oakridge (121),121,Oakridge (121),-79.28724016333666,43.69325072300121
4860,GO-20141623939,2014-03-02,2014-03-02,2014,March,2,61,Sunday    ,0,2014.0,March,2.0,61.0,Sunday    ,0,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,024,Black Creek (24),024,Black Creek (24),-79.5203587127037,43.76882118405517
31256,GO-20143494120,2014-12-16,2014-12-16,2014,December,16,350,Tuesday   ,5,2014.0,December,16.0,350.0,Tuesday   ,5,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.51318384528213,43.72552664987495
350910,GO-20231737583,2023-07-26,2023-07-25,2023,July,26,207,Wednesday ,11,2023.0,July,25.0,206.0,Tuesday   ,11,D33,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),-79.3238996676359,43.76157222096455
316809,GO-20222162263,2022-11-06,2022-11-06,2022,November,6,310,Sunday    ,7,2022.0,November,6.0,310.0,Sunday    ,7,D51,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,073,Moss Park (73),073,Moss Park (73),-79.37237645269067,43.658165697269446
187717,GO-20191058930,2019-06-08,2019-06-08,2019,June,8,159,Saturday  ,21,2019.0,June,8.0,159.0,Saturday  ,18,D53,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.36231070256012,43.71408886022182
179392,GO-2019518546,2019-03-22,2019-03-21,2019,March,22,81,Friday    ,14,2019.0,March,21.0,80.0,Thursday  ,0,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37384734798903,43.64862848773205
223888,GO-2020848070,2020-05-06,2020-05-05,2020,May,6,127,Wednesday ,10,2020.0,May,5.0,126.0,Tuesday   ,12,D52,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,1430,100,Assault,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.38208824652705,43.65909819820201
337474,GO-2023889571,2023-04-22,2023-04-22,2023,April,22,112,Saturday  ,4,2023.0,April,22.0,112.0,Saturday  ,4,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,Break and Enter,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.51133199624411,43.64730155241739
415981,GO-20242565840,2024-11-25,2024-11-25,2024,November,25,330,Monday    ,22,2024.0,November,25.0,330.0,Monday    ,22,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.27769758752558,43.71717378845843
9262,GO-20141947859,2014-04-24,2014-04-24,2014,April,24,114,Thursday  ,8,2014.0,April,24.0,114.0,Thursday  ,8,D11,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,086,Roncesvalles (86),086,Roncesvalles (86),-79.44734111755176,43.64193029403681
16227,GO-20142455777,2014-07-08,2014-07-08,2014,July,8,189,Tuesday   ,13,2014.0,July,8.0,189.0,Tuesday   ,13,D31,Ttc Bus,Transit,1430,100,Assault,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.50860954401533,43.72085664643957
74143,GO-2016615163,2016-04-11,2016-04-10,2016,April,11,102,Monday    ,13,2016.0,April,10.0,101.0,Sunday    ,23,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,Break and Enter,130,Milliken (130),130,Milliken (130),-79.29581740914755,43.82441924304168
283811,GO-2022145674,2022-01-23,2022-01-23,2022,January,23,23,Sunday    ,1,2022.0,January,23.0,23.0,Sunday    ,1,D43,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,136,West Hill (136),136,West Hill (136),-79.19391760311828,43.760195793327824
264212,GO-20211327698,2021-07-15,2021-07-14,2021,July,15,196,Thursday  ,10,2021.0,July,14.0,195.0,Wednesday ,10,D22,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,158,Islington (158),014,Islington-City Centre West (14),-79.52508129551452,43.64838011134914
376430,GO-2024192525,2024-01-26,2024-01-15,2024,January,26,26,Friday    ,9,2024.0,January,15.0,15.0,Monday    ,1,D12,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,113,Weston (113),113,Weston (113),-79.51983735567389,43.69927796926316
187746,GO-20191058371,2019-06-08,2019-06-08,2019,June,8,159,Saturday  ,20,2019.0,June,8.0,159.0,Saturday  ,20,D42,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,129,Agincourt North (129),129,Agincourt North (129),-79.25769085388117,43.809911366498525
28448,GO-20143301364,2014-11-14,2014-11-14,2014,November,14,318,Friday    ,18,2014.0,November,14.0,318.0,Friday    ,16,D41,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,121,Oakridge (121),121,Oakridge (121),-79.28677926469665,43.69482982086521
277729,GO-20212241564,2021-11-20,2021-11-20,2021,November,20,324,Saturday  ,23,2021.0,November,20.0,324.0,Saturday  ,22,D32,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,100,Robbery With Weapon,Robbery,037,Willowdale West (37),037,Willowdale West (37),-79.41536447488234,43.76632928585783
137762,GO-2018253935,2018-02-09,2018-02-09,2018,February,9,40,Friday    ,22,2018.0,February,9.0,40.0,Friday    ,18,D32,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,153,Avondale (153),051,Willowdale East (51),-79.40404031439537,43.758609488106
71464,GO-2016428675,2016-03-11,2016-03-11,2016,March,11,71,Friday    ,23,2016.0,March,11.0,71.0,Friday    ,22,D41,"Gas Station (Self, Full, Attached Convenience)",Commercial,1430,100,Assault,Assault,121,Oakridge (121),121,Oakridge (121),-79.28834606133788,43.69122472524528
297199,GO-2022993567,2022-05-26,2022-05-26,2022,May,26,146,Thursday  ,21,2022.0,May,26.0,146.0,Thursday  ,21,NSA,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,,
138322,GO-2018293822,2018-02-15,2018-02-15,2018,February,15,46,Thursday  ,16,2018.0,February,15.0,46.0,Thursday  ,16,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.38648664743604,43.66716190632778
258441,GO-2021916635,2021-05-18,2021-05-17,2021,May,18,138,Tuesday   ,6,2021.0,May,17.0,137.0,Monday    ,23,D22,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.48987522732901,43.61214752914134
140620,GO-2018441492,2018-03-10,2018-03-09,2018,March,10,69,Saturday  ,7,2018.0,March,9.0,68.0,Friday    ,23,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,021,Humber Summit (21),021,Humber Summit (21),-79.56940308177042,43.74894968540361
358428,GO-20232177968,2023-09-17,2023-09-16,2023,September,17,260,Sunday    ,21,2023.0,September,16.0,259.0,Saturday  ,21,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,037,Willowdale West (37),037,Willowdale West (37),-79.41459646439912,43.771695191471466
158531,GO-20181618990,2018-09-01,2018-09-01,2018,September,1,244,Saturday  ,14,2018.0,September,1.0,244.0,Saturday  ,14,D43,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.21106853836375,43.76289989874722
87045,GO-20161511350,2016-08-26,2016-08-26,2016,August,26,239,Friday    ,13,2016.0,August,26.0,239.0,Friday    ,2,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,220,B&E W'Intent,Break and Enter,063,The Beaches (63),063,The Beaches (63),-79.29990644785059,43.67852112925261
363741,GO-20232484875,2023-10-26,2023-10-25,2023,October,26,299,Thursday  ,12,2023.0,October,25.0,298.0,Wednesday ,19,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,062,East End-Danforth (62),062,East End-Danforth (62),-79.3033991491781,43.68467432880605
175813,GO-2019286401,2019-02-14,2019-02-14,2019,February,14,45,Thursday  ,18,2019.0,February,14.0,45.0,Thursday  ,9,D14,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,Break and Enter,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.42405122531495,43.64780619238214
42902,GO-2015768384,2015-05-08,2015-05-08,2015,May,8,128,Friday    ,18,2015.0,May,8.0,128.0,Friday    ,18,D33,"Apartment (Rooming House, Condo)",Apartment,1610,130,Robbery - Home Invasion,Robbery,047,Don Valley Village (47),047,Don Valley Village (47),-79.35408613952075,43.779940511896015
206646,GO-20192215142,2019-11-16,2019-11-15,2019,November,16,320,Saturday  ,14,2019.0,November,15.0,319.0,Friday    ,18,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,035,Westminster-Branson (35),035,Westminster-Branson (35),-79.4425255965585,43.77198797784354
298240,GO-20221051368,2022-06-03,2022-04-28,2022,June,3,154,Friday    ,21,2022.0,April,28.0,118.0,Thursday  ,10,D53,Ttc Subway Train,Transit,1420,100,Assault With Weapon,Assault,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.38951885241676,43.67695012186377
241752,GO-20202094880,2020-11-04,2020-11-04,2020,November,4,309,Wednesday ,20,2020.0,November,4.0,309.0,Wednesday ,12,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,NSA,NSA,NSA,NSA,,
196748,GO-20191594767,2019-08-21,2019-08-21,2019,August,21,233,Wednesday ,18,2019.0,August,21.0,233.0,Wednesday ,18,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,Assault,135,Morningside (135),135,Morningside (135),-79.21098383680392,43.77351920128769
31017,GO-20143478524,2014-12-13,2014-12-12,2014,December,13,347,Saturday  ,15,2014.0,December,12.0,346.0,Friday    ,3,D53,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.39641975681468,43.69737513125885
304071,GO-20221414828,2022-07-24,2022-07-24,2022,July,24,205,Sunday    ,5,2022.0,July,24.0,205.0,Sunday    ,5,D32,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.44129645512403,43.716693857666
50287,GO-20151272124,2015-07-25,2015-07-25,2015,July,25,206,Saturday  ,21,2015.0,July,25.0,206.0,Saturday  ,21,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,162,West Queen West (162),082,Niagara (82),-79.40993993001864,43.6459899881492
103191,GO-2017312515,2017-02-19,2017-02-19,2017,February,19,50,Sunday    ,12,2017.0,February,19.0,50.0,Sunday    ,12,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,062,East End-Danforth (62),062,East End-Danforth (62),-79.30497974905798,43.68747502442921
356499,GO-20232056500,2023-09-03,2023-09-02,2023,September,3,246,Sunday    ,13,2023.0,September,2.0,245.0,Saturday  ,22,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,085,South Parkdale (85),085,South Parkdale (85),-79.44364511878375,43.6376571871944
